model_name,audio_file,transcript,latency_ms,audio_duration_s,confidence,raw_response,error
assemblyai,kengeri_upanagara_quiet_hindi_15.wav,"केंगेरी उफान गया में घर है, मैं कल आ सकता हूँ?",22044.348100025672,6.42,0.98197424,"{'id': '90170669-dfc4-426d-8383-c4e3e2d93381', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/61a63483a61a2594d69d4d2d20c0639664bfed7d9ba7bf0a70af767b77305c3d/5108aa8f-b91f-4b4f-b7f7-403edc060ccc', 'text': 'केंगेरी उफान गया में घर है, मैं कल आ सकता हूँ?', 'words': [{'text': 'केंगेरी', 'start': 1885, 'end': 2448, 'confidence': 0.96126705, 'speaker': None}, {'text': 'उफान', 'start': 2909, 'end': 3271, 'confidence': 0.9131862, 'speaker': None}, {'text': 'गया', 'start': 3410, 'end': 3612, 'confidence': 0.9968853, 'speaker': None}, {'text': 'में', 'start': 3711, 'end': 3812, 'confidence': 0.99659026, 'speaker': None}, {'text': 'घर', 'start': 3892, 'end': 4053, 'confidence': 0.9934368, 'speaker': None}, {'text': 'है,', 'start': 4173, 'end': 4254, 'confidence': 0.9952039, 'speaker': None}, {'text': 'मैं', 'start'",
assemblyai,koramangala_quiet_hindi_01.wav,"हाँ, भाई, मैं कोर बंगला में रहता हूँ, काम पास में चाहिए।",9785.675499995705,5.7,0.97630894,"{'id': '03bd4e1a-7493-4d4b-80fa-0f95dd2b76c9', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/f0ea1c9e0c39cb19031743fe47ac75a76a6d7af0681e040b78206b87c6f5581b/e13b3ec4-6d06-4ed1-9f33-6dc12112450a', 'text': 'हाँ, भाई, मैं कोर बंगला में रहता हूँ, काम पास में चाहिए।', 'words': [{'text': 'हाँ,', 'start': 1645, 'end': 1766, 'confidence': 0.9594098, 'speaker': None}, {'text': 'भाई,', 'start': 1845, 'end': 1967, 'confidence': 0.9974186, 'speaker': None}, {'text': 'मैं', 'start': 2287, 'end': 2388, 'confidence': 0.97048366, 'speaker': None}, {'text': 'कोर', 'start': 2467, 'end': 2649, 'confidence': 0.99068004, 'speaker': None}, {'text': 'बंगला', 'start': 2708, 'end': 2930, 'confidence': 0.97621363, 'speaker': None}, {'text': 'में', 'start': 2989, 'end': 3070, 'confidence': 0.9963886, 'speaker': None}, {'text': 'रह",
assemblyai,kothanur_dinne_noisy_hinglish_14.wav,"मेरा एरिया कोठनूर्दिने है नियर बाई, ओपनिंग हो तो बताओ।",10294.771899993066,5.82,0.973265,"{'id': '79a96e24-ce21-4fa4-a0f5-1497aa73eaa5', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/b2a1865ed1420dba0e9cc32b530558961cd71a58660055c32d6d32c6985146a6/2c370132-3246-4dbc-bc10-2e55db1b09d5', 'text': 'मेरा एरिया कोठनूर्दिने है नियर बाई, ओपनिंग हो तो बताओ।', 'words': [{'text': 'मेरा', 'start': 922, 'end': 1224, 'confidence': 0.9978845, 'speaker': None}, {'text': 'एरिया', 'start': 1364, 'end': 1706, 'confidence': 0.9748616, 'speaker': None}, {'text': 'कोठनूर्दिने', 'start': 1905, 'end': 2849, 'confidence': 0.9352065, 'speaker': None}, {'text': 'है', 'start': 2989, 'end': 3050, 'confidence': 0.9997328, 'speaker': None}, {'text': 'नियर', 'start': 3551, 'end': 3792, 'confidence': 0.9213906, 'speaker': None}, {'text': 'बाई,', 'start': 3872, 'end': 4013, 'confidence': 0.93805546, 'speaker': None}, {'text': ",
assemblyai,marathahalli_noisy_hindi_05.wav,हाँ माराथली से गोल कर रहा हूँ। जॉब नेयरबायमिले तो अच्छा है।,18187.25340004312,6.36,0.9451235,"{'id': 'edb1f997-3419-45f3-82b5-228e2bebee8e', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/daa06d68d1ee917d62934e2a2f787243430ff662048b55c82f854c64a5a03aad/f6aa3a06-df40-465b-89b5-65a58b40b5d2', 'text': 'हाँ माराथली से गोल कर रहा हूँ। जॉब नेयरबायमिले तो अच्छा है।', 'words': [{'text': 'हाँ', 'start': 1123, 'end': 1284, 'confidence': 0.9126829, 'speaker': None}, {'text': 'माराथली', 'start': 1926, 'end': 2368, 'confidence': 0.90711856, 'speaker': None}, {'text': 'से', 'start': 2447, 'end': 2508, 'confidence': 0.98325634, 'speaker': None}, {'text': 'गोल', 'start': 2608, 'end': 2769, 'confidence': 0.96022666, 'speaker': None}, {'text': 'कर', 'start': 2848, 'end': 2930, 'confidence': 0.9976081, 'speaker': None}, {'text': 'रहा', 'start': 2969, 'end': 3050, 'confidence': 0.95935637, 'speaker': None}, {'text': '",
assemblyai,rajarajeshwarinagar_quiet_hindi_13.wav,राजा राजेश्वरी नगर में रहता हूँ। वहाँ से कमजोर कर लूंगा।,17499.69670001883,5.4,0.97650087,"{'id': 'dc04f700-c22f-4184-ab01-74fc0187d384', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/adcd528935cdacbe6f477c28c168e623ce86184cb277dd92b8f2ce7f67e011aa/8c3c2aeb-528a-4c30-abc9-36f2d4e79f87', 'text': 'राजा राजेश्वरी नगर में रहता हूँ। वहाँ से कमजोर कर लूंगा।', 'words': [{'text': 'राजा', 'start': 802, 'end': 1084, 'confidence': 0.98961, 'speaker': None}, {'text': 'राजेश्वरी', 'start': 1203, 'end': 1806, 'confidence': 0.9980968, 'speaker': None}, {'text': 'नगर', 'start': 1926, 'end': 2147, 'confidence': 0.9998251, 'speaker': None}, {'text': 'में', 'start': 2226, 'end': 2328, 'confidence': 0.95539254, 'speaker': None}, {'text': 'रहता', 'start': 2367, 'end': 2629, 'confidence': 0.9974862, 'speaker': None}, {'text': 'हूँ।', 'start': 2688, 'end': 2789, 'confidence': 0.99211437, 'speaker': None}, {'text': 'व",
assemblyai,silk_board_quiet_hinglish_09.wav,"हेलो स्टेन सिल्क, रोड ट्रैफिक की वजह से लेट हो सकता हूँ थोड़ा।",10700.854700000491,8.1,0.95386887,"{'id': '40a8d33c-2719-4bec-a6be-7fa366c221e3', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/11626a68aad20c20ac45cf2edb066bad021044f5a26d79506bdb591ec3c0dc87/87c490aa-0b17-475f-ad6e-04d560dedb78', 'text': 'हेलो स्टेन सिल्क, रोड ट्रैफिक की वजह से लेट हो सकता हूँ थोड़ा।', 'words': [{'text': 'हेलो', 'start': 1500, 'end': 1780, 'confidence': 0.9159905, 'speaker': None}, {'text': 'स्टेन', 'start': 2960, 'end': 3260, 'confidence': 0.8477161, 'speaker': None}, {'text': 'सिल्क,', 'start': 3560, 'end': 3760, 'confidence': 0.9335125, 'speaker': None}, {'text': 'रोड', 'start': 3860, 'end': 4040, 'confidence': 0.992748, 'speaker': None}, {'text': 'ट्रैफिक', 'start': 4780, 'end': 5200, 'confidence': 0.94687563, 'speaker': None}, {'text': 'की', 'start': 5280, 'end': 5340, 'confidence': 0.8793734, 'speaker': None}, {'te",
assemblyai,thalaghattapura_noisy_hinglish_16.wav,आई एम फ्रॉम थाला घट्टा पूरा बस रूट चेक करना पड़ेगा।,9558.64509998355,5.58,0.98110217,"{'id': '19d49270-3b4f-461d-9942-4d5c16385cd6', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/21a96c3602454ab9c2f4364c6e20881c16b8e2c57d62d958f17da1ec90fa486c/6d9e656c-0f24-4baf-b85c-80eea2117c12', 'text': 'आई एम फ्रॉम थाला घट्टा पूरा बस रूट चेक करना पड़ेगा।', 'words': [{'text': 'आई', 'start': 1544, 'end': 1706, 'confidence': 0.9767075, 'speaker': None}, {'text': 'एम', 'start': 1745, 'end': 1846, 'confidence': 0.9432785, 'speaker': None}, {'text': 'फ्रॉम', 'start': 1966, 'end': 2187, 'confidence': 0.97200847, 'speaker': None}, {'text': 'थाला', 'start': 2568, 'end': 2889, 'confidence': 0.9773022, 'speaker': None}, {'text': 'घट्टा', 'start': 3009, 'end': 3291, 'confidence': 0.9852683, 'speaker': None}, {'text': 'पूरा', 'start': 3410, 'end': 3592, 'confidence': 0.9997244, 'speaker': None}, {'text': 'बस', 'sta",
assemblyai,thanisandra_phone_hinglish_20.wav,थानी। संत्रा इज माई एरिया फोन पर नेटवर्क थोड़ा वीक है।,9605.50449998118,5.52,0.96240467,"{'id': '82b92723-fe1a-4dc2-bcf8-082fbd2b4160', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/4a6efceec41ac30f8e4289d4bd39c468eb65c82ce418d271dc99ba388e35a410/a59a62db-3206-4220-ae39-7aa53d227326', 'text': 'थानी। संत्रा इज माई एरिया फोन पर नेटवर्क थोड़ा वीक है।', 'words': [{'text': 'थानी।', 'start': 963, 'end': 1325, 'confidence': 0.9676875, 'speaker': None}, {'text': 'संत्रा', 'start': 1524, 'end': 1947, 'confidence': 0.9594151, 'speaker': None}, {'text': 'इज', 'start': 2206, 'end': 2328, 'confidence': 0.9983484, 'speaker': None}, {'text': 'माई', 'start': 2407, 'end': 2528, 'confidence': 0.9911997, 'speaker': None}, {'text': 'एरिया', 'start': 2668, 'end': 2950, 'confidence': 0.96299714, 'speaker': None}, {'text': 'फोन', 'start': 3230, 'end': 3471, 'confidence': 0.9556975, 'speaker': None}, {'text': 'पर', ",
assemblyai,whitefield_noisy_hindi_03.wav,मैं वाइटफील्ड साइड रहता हूँ। रेली ट्रैवल बहुत होता है।,9911.026399990078,5.94,0.9884067,"{'id': '20a4d560-f9a1-4323-9cce-18fcaaabe074', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/ed3f2b0d4c9b56a83d1cb395cad0190c35aa0f8265d6644afa95001776a4764f/9047162c-a656-454a-ab8c-fd071c762112', 'text': 'मैं वाइटफील्ड साइड रहता हूँ। रेली ट्रैवल बहुत होता है।', 'words': [{'text': 'मैं', 'start': 1103, 'end': 1204, 'confidence': 0.95101374, 'speaker': None}, {'text': 'वाइटफील्ड', 'start': 1384, 'end': 1906, 'confidence': 0.9617468, 'speaker': None}, {'text': 'साइड', 'start': 1986, 'end': 2207, 'confidence': 0.996252, 'speaker': None}, {'text': 'रहता', 'start': 2327, 'end': 2609, 'confidence': 0.998957, 'speaker': None}, {'text': 'हूँ।', 'start': 2688, 'end': 2749, 'confidence': 0.9956344, 'speaker': None}, {'text': 'रेली', 'start': 3711, 'end': 3953, 'confidence': 0.9993282, 'speaker': None}, {'text': 'ट्",
assemblyai,yelahanka_quiet_hinglish_rushed_18.wav,"येल्ला हंग का साइड स्टे करता हूं, इमिजेटली ज्वाइन कर सकता हूँ।",9754.825400013942,6.06,0.9699349,"{'id': '6a70dea3-7766-4f1b-b6bd-4d9321ee203b', 'language_model': 'assemblyai_default', 'acoustic_model': 'assemblyai_default', 'language_code': 'hi', 'speech_understanding': None, 'translated_texts': None, 'status': 'completed', 'audio_url': 'https://cdn.assemblyai.com/upload/27907baee150f04f84738f46469b06264500fc87e197cfb61034b5708b3d88cb/854f83ba-3cb9-475d-b67b-bd4398656ac7', 'text': 'येल्ला हंग का साइड स्टे करता हूं, इमिजेटली ज्वाइन कर सकता हूँ।', 'words': [{'text': 'येल्ला', 'start': 1444, 'end': 1706, 'confidence': 0.98382, 'speaker': None}, {'text': 'हंग', 'start': 1805, 'end': 1987, 'confidence': 0.87024486, 'speaker': None}, {'text': 'का', 'start': 2046, 'end': 2147, 'confidence': 0.993297, 'speaker': None}, {'text': 'साइड', 'start': 2327, 'end': 2589, 'confidence': 0.99779356, 'speaker': None}, {'text': 'स्टे', 'start': 2688, 'end': 2849, 'confidence': 0.9857021, 'speaker': None}, {'text': 'करता', 'start': 3009, 'end': 3271, 'confidence': 0.9976108, 'speaker': None}, {'text': ",
